GEOLINEID,Legend_Description,GSC_SYMBOL
122062029904,shear; motion undefined; approximate; attitude not applicable; fourth generation,4.03.12.002
122062029910,shear; motion undefined; approximate; attitude not applicable; primary generation,4.03.12.002
122062029920,shear; motion undefined; approximate; attitude not applicable; multi-generation generation,4.03.12.002
122062029966,shear; motion undefined; approximate; attitude not applicable; not entered generation,4.03.12.002
122062029988,shear; motion undefined; approximate; attitude not applicable; undefined generation,4.03.12.002
122062036601,shear; motion undefined; inferred; attitude not entered; first generation,4.03.12.003
122062036602,shear; motion undefined; inferred; attitude not entered; second generation,4.03.12.003
122062036603,shear; motion undefined; inferred; attitude not entered; third generation,4.03.12.003
122062036604,shear; motion undefined; inferred; attitude not entered; fourth generation,4.03.12.003
122062036610,shear; motion undefined; inferred; attitude not entered; primary generation,4.03.12.003
122062036620,shear; motion undefined; inferred; attitude not entered; multi-generation generation,4.03.12.003
122062036666,shear; motion undefined; inferred; attitude not entered; not entered generation,4.03.12.003
122062036688,shear; motion undefined; inferred; attitude not entered; undefined generation,4.03.12.003
122062037701,shear; motion undefined; inferred; attitude unknown; first generation,4.03.12.003
122062037702,shear; motion undefined; inferred; attitude unknown; second generation,4.03.12.003
122062037703,shear; motion undefined; inferred; attitude unknown; third generation,4.03.12.003
122062037704,shear; motion undefined; inferred; attitude unknown; fourth generation,4.03.12.003
122062037710,shear; motion undefined; inferred; attitude unknown; primary generation,4.03.12.003
122062037720,shear; motion undefined; inferred; attitude unknown; multi-generation generation,4.03.12.003
122062037766,shear; motion undefined; inferred; attitude unknown; not entered generation,4.03.12.003
122062037788,shear; motion undefined; inferred; attitude unknown; undefined generation,4.03.12.003
122062039901,shear; motion undefined; inferred; attitude not applicable; first generation,4.03.12.003
122062039902,shear; motion undefined; inferred; attitude not applicable; second generation,4.03.12.003
122062039903,shear; motion undefined; inferred; attitude not applicable; third generation,4.03.12.003
122062039904,shear; motion undefined; inferred; attitude not applicable; fourth generation,4.03.12.003
122062039910,shear; motion undefined; inferred; attitude not applicable; primary generation,4.03.12.003
122062039920,shear; motion undefined; inferred; attitude not applicable; multi-generation generation,4.03.12.003
122062039966,shear; motion undefined; inferred; attitude not applicable; not entered generation,4.03.12.003
122062039988,shear; motion undefined; inferred; attitude not applicable; undefined generation,4.03.12.003
122062046601,shear; motion undefined; concealed; attitude not entered; first generation,4.03.12.004
122062046602,shear; motion undefined; concealed; attitude not entered; second generation,4.03.12.004
122062046603,shear; motion undefined; concealed; attitude not entered; third generation,4.03.12.004
122062046604,shear; motion undefined; concealed; attitude not entered; fourth generation,4.03.12.004
122062046610,shear; motion undefined; concealed; attitude not entered; primary generation,4.03.12.004
122062046620,shear; motion undefined; concealed; attitude not entered; multi-generation generation,4.03.12.004
122062046666,shear; motion undefined; concealed; attitude not entered; not entered generation,4.03.12.004
122062046688,shear; motion undefined; concealed; attitude not entered; undefined generation,4.03.12.004
122062047701,shear; motion undefined; concealed; attitude unknown; first generation,4.03.12.004
122062047702,shear; motion undefined; concealed; attitude unknown; second generation,4.03.12.004
122062047703,shear; motion undefined; concealed; attitude unknown; third generation,4.03.12.004
122062047704,shear; motion undefined; concealed; attitude unknown; fourth generation,4.03.12.004
122062047710,shear; motion undefined; concealed; attitude unknown; primary generation,4.03.12.004
122062047720,shear; motion undefined; concealed; attitude unknown; multi-generation generation,4.03.12.004
122062047766,shear; motion undefined; concealed; attitude unknown; not entered generation,4.03.12.004
122062047788,shear; motion undefined; concealed; attitude unknown; undefined generation,4.03.12.004
122062049901,shear; motion undefined; concealed; attitude not applicable; first generation,4.03.12.004
122062049902,shear; motion undefined; concealed; attitude not applicable; second generation,4.03.12.004
122062049903,shear; motion undefined; concealed; attitude not applicable; third generation,4.03.12.004
122062049904,shear; motion undefined; concealed; attitude not applicable; fourth generation,4.03.12.004
122062049910,shear; motion undefined; concealed; attitude not applicable; primary generation,4.03.12.004
122062049920,shear; motion undefined; concealed; attitude not applicable; multi-generation generation,4.03.12.004
122062049966,shear; motion undefined; concealed; attitude not applicable; not entered generation,4.03.12.004
122062049988,shear; motion undefined; concealed; attitude not applicable; undefined generation,4.03.12.004
122063010101,shear; thrust; defined; attitude upright; first generation,4.03.03.001
122063010102,shear; thrust; defined; attitude upright; second generation,4.03.03.001
122063010103,shear; thrust; defined; attitude upright; third generation,4.03.03.001
122063010104,shear; thrust; defined; attitude upright; fourth generation,4.03.03.001
122063010110,shear; thrust; defined; attitude upright; primary generation,4.03.03.001
122063010120,shear; thrust; defined; attitude upright; multi-generation generation,4.03.03.001
122063010166,shear; thrust; defined; attitude upright; not entered generation,4.03.03.001
122063010188,shear; thrust; defined; attitude upright; undefined generation,4.03.03.001
122063010201,shear; thrust; defined; attitude overturned; first generation,4.03.03.001
122063010202,shear; thrust; defined; attitude overturned; second generation,4.03.03.001
122063010203,shear; thrust; defined; attitude overturned; third generation,4.03.03.001
122063010204,shear; thrust; defined; attitude overturned; fourth generation,4.03.03.001
122063010210,shear; thrust; defined; attitude overturned; primary generation,4.03.03.001
122063010220,shear; thrust; defined; attitude overturned; multi-generation generation,4.03.03.001
122063010266,shear; thrust; defined; attitude overturned; not entered generation,4.03.03.001
122063010288,shear; thrust; defined; attitude overturned; undefined generation,4.03.03.001
122063010301,"shear; thrust; defined; attitude upright, assumed from archival data; first generation",4.03.03.001
122063010302,"shear; thrust; defined; attitude upright, assumed from archival data; second generation",4.03.03.001
122063010303,"shear; thrust; defined; attitude upright, assumed from archival data; third generation",4.03.03.001
122063010304,"shear; thrust; defined; attitude upright, assumed from archival data; fourth generation",4.03.03.001
122063010310,"shear; thrust; defined; attitude upright, assumed from archival data; primary generation",4.03.03.001
122063010320,"shear; thrust; defined; attitude upright, assumed from archival data; multi-generation generation",4.03.03.001
122063010366,"shear; thrust; defined; attitude upright, assumed from archival data; not entered generation",4.03.03.001
122063010388,"shear; thrust; defined; attitude upright, assumed from archival data; undefined generation",4.03.03.001
122063016601,shear; thrust; defined; attitude not entered; first generation,4.03.03.001
122063016602,shear; thrust; defined; attitude not entered; second generation,4.03.03.001
122063016603,shear; thrust; defined; attitude not entered; third generation,4.03.03.001
122063016604,shear; thrust; defined; attitude not entered; fourth generation,4.03.03.001
122063016610,shear; thrust; defined; attitude not entered; primary generation,4.03.03.001
122063016620,shear; thrust; defined; attitude not entered; multi-generation generation,4.03.03.001
122063016666,shear; thrust; defined; attitude not entered; not entered generation,4.03.03.001
122063016688,shear; thrust; defined; attitude not entered; undefined generation,4.03.03.001
122063017701,shear; thrust; defined; attitude unknown; first generation,4.03.03.001
122063017702,shear; thrust; defined; attitude unknown; second generation,4.03.03.001
122063017703,shear; thrust; defined; attitude unknown; third generation,4.03.03.001
122063017704,shear; thrust; defined; attitude unknown; fourth generation,4.03.03.001
122063017710,shear; thrust; defined; attitude unknown; primary generation,4.03.03.001
